LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
ARAPIRACA;19/11/2023;1500;34,6;34,6;32,6;984,8;985,8;984,8;2,2;134;8,1;3498,4;0
ARAPIRACA;19/11/2023;1600;35,5;35,7;33,8;983,9;984,8;983,9;2,5;134;10,4;3073,4;0
ARAPIRACA;19/11/2023;1700;34,1;36,4;34;983,5;983,9;983,5;4,5;93;8,8;3068,4;0
ARAPIRACA;19/11/2023;1800;33,6;34,4;32,7;983,5;983,6;983,4;3,9;114;9,8;1817,7;0
ARAPIRACA;19/11/2023;1900;30,9;33,6;30,9;983,7;983,8;983,5;4,5;121;10,9;1411,1;0
ARAPIRACA;19/11/2023;2000;28;30,9;28;984;984;983,7;3,8;111;9,7;481,4;0
ARAPIRACA;19/11/2023;2100;26,2;28;26,2;984,4;984,4;983,9;3,6;103;9,7;21,6;0
ARAPIRACA;19/11/2023;2200;25,3;26,2;25,3;984,8;984,9;984,3;3,9;99;9;;0
ARAPIRACA;19/11/2023;2300;24,7;25,3;24,7;985,3;985,3;984,8;3,9;93;8,2;;0
ARAPIRACA;20/11/2023;0;24,3;24,7;24,3;985,5;985,5;985,3;4;80;8;;0
ARAPIRACA;20/11/2023;100;24;24,3;24;985,2;985,5;985,1;3,7;88;8;;0
ARAPIRACA;20/11/2023;200;23,7;24;23,7;984,8;985,2;984,8;3,2;78;7,6;;0
ARAPIRACA;20/11/2023;300;23,3;23,7;23,3;984;984,8;984;2,4;82;7,5;;0
ARAPIRACA;20/11/2023;400;23,1;23,3;23;983,3;984;983,3;2,1;78;4,5;;0
ARAPIRACA;20/11/2023;500;22,7;23,1;22,7;983,2;983,5;983,2;1,5;81;3,7;;0
ARAPIRACA;20/11/2023;600;22,2;22,7;22,2;983,6;983,6;983,2;0,7;76;2,8;;0
ARAPIRACA;20/11/2023;700;22;22,3;22;984,3;984,3;983,6;1,1;83;2,5;;0
ARAPIRACA;20/11/2023;800;21,8;22;21,7;984,8;984,8;984,3;0,3;68;2,5;0,2;0
ARAPIRACA;20/11/2023;900;23,3;23,3;21,8;985,5;985,5;984,8;0,7;72;1,9;206,9;0
ARAPIRACA;20/11/2023;1000;25,5;25,5;23,3;986,3;986,3;985,5;3;76;6,7;1048;0
ARAPIRACA;20/11/2023;1100;27,8;27,8;25,5;986,5;986,7;986,3;3;61;6,7;1665,6;0
ARAPIRACA;20/11/2023;1200;29,7;30;27,7;986,5;986,6;986,4;2,9;52;6,2;2321,9;0
ARAPIRACA;20/11/2023;1300;31,3;32,6;29,7;986;986,5;985,9;2,4;28;5,2;3260,9;0
ARAPIRACA;20/11/2023;1400;32,9;33,8;31,1;985,5;986;985,5;2,7;88;6,2;3805,8;0
ARAPIRACA;20/11/2023;1500;34,8;35,1;32;984,4;985,5;984,4;2,9;78;6,5;3073;0
ARAPIRACA;20/11/2023;1600;33,7;34,9;32,7;983,6;984,4;983,6;2,9;108;7,3;1562,6;0
ARAPIRACA;20/11/2023;1700;33,9;34,2;31,8;983;983,6;983;4;114;8,9;2066,9;0
ARAPIRACA;20/11/2023;1800;31,8;33,9;31,4;982,9;983,1;982,8;5,7;105;11,4;1930,2;0
ARAPIRACA;20/11/2023;1900;29,6;31,7;29,6;983,3;983,3;982,8;5,6;115;12,6;1280;0
ARAPIRACA;20/11/2023;2000;27,4;29,6;27,4;983,2;983,4;983,2;5;99;11,8;508,8;0
ARAPIRACA;20/11/2023;2100;26;27,4;26;983,9;984,1;983,2;4,8;99;10,3;24;0
ARAPIRACA;20/11/2023;2200;25,4;26;25,4;984,8;984,8;983,9;3,9;91;10;;0
ARAPIRACA;20/11/2023;2300;25;25,4;25;985,4;985,4;984,8;4,5;86;9,2;;0
ARAPIRACA;21/11/2023;0;24,6;25;24,6;985,9;985,9;985,4;4,1;85;9;;0
ARAPIRACA;21/11/2023;100;24,3;24,6;24,3;986,2;986,3;985,8;3,3;79;8,5;;0
ARAPIRACA;21/11/2023;200;23,9;24,3;23,9;986,2;986,5;986,2;2,4;86;7,5;;0
ARAPIRACA;21/11/2023;300;23,6;23,9;23,6;985,6;986,2;985,6;2,2;82;5;;0
ARAPIRACA;21/11/2023;400;23,2;23,6;23,2;985,2;985,6;985,2;2,2;84;4,5;;0
ARAPIRACA;21/11/2023;500;23;23,2;23;984,8;985,2;984,8;2,2;90;4,7;;0
ARAPIRACA;21/11/2023;600;22,8;23;22,8;985,1;985,1;984,8;2,2;74;4,4;;0
ARAPIRACA;21/11/2023;700;22,6;22,8;22,6;985,3;985,3;985,1;1,9;103;4,1;;0
ARAPIRACA;21/11/2023;800;22,6;22,7;22,5;985,7;985,7;985,3;1,3;106;3,4;;0
ARAPIRACA;21/11/2023;900;24;24;22,6;986,5;986,5;985,7;2;98;3,7;257;0
ARAPIRACA;21/11/2023;1000;24,8;24,8;24;987;987,1;986,5;3,4;68;6,1;516,3;0
ARAPIRACA;21/11/2023;1100;26,6;26,6;24,8;987,4;987,4;987;3,9;63;7,1;902,3;0
ARAPIRACA;21/11/2023;1200;28,3;28,9;26,7;987,2;987,6;987,2;2,8;83;7,1;1635,5;0
ARAPIRACA;21/11/2023;1300;29,7;29,7;28,1;986,9;987,2;986,8;4,8;95;8,7;2157,1;0
ARAPIRACA;21/11/2023;1400;30,1;30,9;28,8;986,2;986,9;986,2;4,2;88;7,8;2440,9;0
ARAPIRACA;21/11/2023;1500;31,6;31,6;29,2;985,5;986,2;985,5;4,4;103;9,1;2100;0
ARAPIRACA;21/11/2023;1600;31,9;32,9;30,4;984,5;985,5;984,5;5,4;115;10,7;3253,3;0
ARAPIRACA;21/11/2023;1700;31,7;32,3;30,4;983,9;984,5;983,9;4,1;111;9,8;2421,8;0
ARAPIRACA;21/11/2023;1800;30,6;31,6;29,7;983,4;983,9;983,4;4,7;105;10,3;1723,1;0
ARAPIRACA;21/11/2023;1900;28,7;30,6;28,6;983,5;983,5;983,3;4,3;107;10,3;992,6;0
ARAPIRACA;21/11/2023;2000;27,4;28,9;27,4;983,7;983,7;983,5;3,9;95;10,8;427,7;0
ARAPIRACA;21/11/2023;2100;25,8;27,4;25,8;984,2;984,3;983,7;4,3;79;9,8;21,9;0
ARAPIRACA;21/11/2023;2200;24,9;25,8;24,9;985,2;985,2;984,2;3;86;8,3;;0
ARAPIRACA;21/11/2023;2300;24,3;24,9;24,3;985,6;985,6;985,2;3,4;83;6,9;;0
ARAPIRACA;22/11/2023;0;23,9;24,3;23,9;985,8;985,9;985,6;3,5;82;7,9;;0
ARAPIRACA;22/11/2023;100;23,7;23,9;23,7;985,5;985,8;985,5;3,5;82;7;;0
ARAPIRACA;22/11/2023;200;23,4;23,7;23,4;985,5;985,6;985,4;3,3;77;6;;0
ARAPIRACA;22/11/2023;300;23;23,4;23;984,8;985,5;984,8;2,4;68;5,9;;0
ARAPIRACA;22/11/2023;400;23;23,1;22,9;984,3;984,8;984,3;3,3;70;6,2;;0
ARAPIRACA;22/11/2023;500;22,7;23;22,7;984;984,3;984;2,5;70;6,1;;0
ARAPIRACA;22/11/2023;600;22,4;22,7;22,4;984,4;984,4;984;1,7;66;4,7;;0
ARAPIRACA;22/11/2023;700;22,1;22,5;22;984,8;984,8;984,4;1,3;74;3,5;;0
ARAPIRACA;22/11/2023;800;22;22,1;21,9;985,1;985,1;984,8;1,3;76;2,8;0,2;0
ARAPIRACA;22/11/2023;900;23,4;23,4;22;985,7;985,7;985,1;2,5;71;4,5;203,4;0
ARAPIRACA;22/11/2023;1000;24,9;24,9;23,4;986,4;986,4;985,7;4,5;64;8,1;796,4;0
ARAPIRACA;22/11/2023;1100;27;27,1;24,9;986,8;986,8;986,4;4,1;68;8,6;1339,3;0
ARAPIRACA;22/11/2023;1200;30,1;30,3;26,7;987;987,1;986,8;4,8;89;9,8;2368,3;0
ARAPIRACA;22/11/2023;1300;30,3;31,5;29,4;986,7;987;986,7;3,7;73;8,3;2822,1;0
ARAPIRACA;22/11/2023;1400;30,6;32,3;30,1;986;986,7;986;3,7;67;8,6;1926,9;0
ARAPIRACA;22/11/2023;1500;34,3;34,7;30,5;985,1;986;985,1;3,8;100;8,4;2572,8;0
ARAPIRACA;22/11/2023;1600;34,1;35,1;31,5;984,3;985,1;984,2;4,8;93;11,4;2300,5;0
ARAPIRACA;22/11/2023;1700;31,8;34,7;31;984;984,3;984;3,9;102;11,4;2278,3;0
ARAPIRACA;22/11/2023;1800;32,1;33,5;31,9;983,6;984;983,6;5,8;99;12,3;2221,4;0
ARAPIRACA;22/11/2023;1900;30,2;32,1;30,2;983,8;983,9;983,6;5,1;109;11;1223,1;0
ARAPIRACA;22/11/2023;2000;27,7;30,3;27,7;984,2;984,2;983,8;4,7;112;11,5;459,8;0
ARAPIRACA;22/11/2023;2100;26;27,7;26;985,1;985,1;984,2;4,4;110;9,8;22,8;0
ARAPIRACA;22/11/2023;2200;25;26;25;986;986;985;3,9;105;9,6;;0
ARAPIRACA;22/11/2023;2300;24,6;25;24,6;986,7;986,7;986;4,3;100;9,3;;0
ARAPIRACA;23/11/2023;0;24,1;24,6;24,1;987,1;987,1;986,7;4;85;9,3;;0
ARAPIRACA;23/11/2023;100;23,7;24,1;23,7;987;987,1;986,9;4;80;8,4;;0
ARAPIRACA;23/11/2023;200;23,4;23,7;23,4;986,5;987;986,4;3,9;79;7,9;;0
ARAPIRACA;23/11/2023;300;23;23,4;23;985,9;986,5;985,9;2,4;77;7,4;;0
ARAPIRACA;23/11/2023;400;22,7;23;22,7;985,7;985,9;985,6;3;74;5,2;;0
ARAPIRACA;23/11/2023;500;22,4;22,7;22,4;985,8;985,8;985,6;1,9;77;5,2;;0
ARAPIRACA;23/11/2023;600;21,5;22,4;21,5;986;986;985,8;1,3;65;3,2;;0
ARAPIRACA;23/11/2023;700;21,6;21,7;21,4;986,4;986,4;986;1,8;81;3;;0
ARAPIRACA;23/11/2023;800;21,3;21,6;21,3;987,1;987,1;986,4;1,6;68;3,3;0,4;0
ARAPIRACA;23/11/2023;900;23,3;23,3;21,3;988,1;988,1;987,1;1,6;82;3,5;195;0
ARAPIRACA;23/11/2023;1000;25,4;25,4;23,3;988,8;988,9;988,1;4;89;8;975,9;0
ARAPIRACA;23/11/2023;1100;27,3;27,3;25;989,4;989,4;988,8;3,6;89;9,8;1571,8;0
ARAPIRACA;23/11/2023;1200;29,1;29,8;27,3;989,3;989,5;989,2;4,7;76;7,8;2210,8;0
ARAPIRACA;23/11/2023;1300;30,2;30,5;28,6;989;989,3;989;3,8;94;9,9;2172;0
ARAPIRACA;23/11/2023;1400;32,5;32,7;30;988,4;989;988,4;3,8;90;9,4;2971,6;0
ARAPIRACA;23/11/2023;1500;33,6;34,6;31;987,5;988,4;987,5;3,7;87;8,9;3306,6;0
ARAPIRACA;23/11/2023;1600;34,5;34,7;33,1;986,4;987,5;986,4;4;100;8,2;3521,8;0
ARAPIRACA;23/11/2023;1700;33,9;34,9;33,3;985,8;986,4;985,8;3,1;107;8,7;3019,7;0
ARAPIRACA;23/11/2023;1800;32,7;34,3;32,6;985,6;985,9;985,6;4,4;119;9,4;2373,1;0
ARAPIRACA;23/11/2023;1900;31,2;33,2;31,2;985,7;985,7;985,5;3,6;112;8,3;1489,8;0
ARAPIRACA;23/11/2023;2000;28,1;31,2;28,1;986,2;986,2;985,7;3,6;113;9,1;517,2;0
ARAPIRACA;23/11/2023;2100;25,9;28,1;25,9;986,7;986,7;986,2;3,2;105;8,3;19,6;0
ARAPIRACA;23/11/2023;2200;24,7;25,9;24,7;987,4;987,4;986,7;3,9;95;7,9;;0
ARAPIRACA;23/11/2023;2300;23,9;24,7;23,9;988,1;988,1;987,4;2,5;91;7,9;;0
ARAPIRACA;24/11/2023;0;23,6;23,9;23,6;988,4;988,5;988,1;2,6;83;5,5;;0
ARAPIRACA;24/11/2023;100;22,9;23,6;22,9;988,6;988,6;988,4;2,2;88;6,5;;0
ARAPIRACA;24/11/2023;200;22,4;22,9;22,4;988,2;988,6;988,2;2,2;88;4,6;;0
ARAPIRACA;24/11/2023;300;22;22,4;22;987,3;988,2;987,3;2,9;77;5,2;;0
ARAPIRACA;24/11/2023;400;21,8;22,1;21,8;986,7;987,3;986,7;1,7;78;5,3;;0
ARAPIRACA;24/11/2023;500;21,8;22;21,5;986,5;986,7;986,4;0,1;32;3,5;;0
ARAPIRACA;24/11/2023;600;21,8;22,1;21,8;986,7;986,7;986,4;1,5;71;3,3;;0
ARAPIRACA;24/11/2023;700;21,2;21,8;21,2;987;987;986,7;1,2;77;3,3;;0
ARAPIRACA;24/11/2023;800;21;21,2;20,9;987,8;987,8;987;1,1;75;2,2;;0
ARAPIRACA;24/11/2023;900;22,7;22,7;21;988,6;988,6;987,8;2,1;55;4,3;189,7;0
ARAPIRACA;24/11/2023;1000;25,3;25,3;22,7;988,9;989;988,6;2,9;61;5,8;1125,6;0
ARAPIRACA;24/11/2023;1100;27,7;28;25,2;989,3;989,3;988,9;3,2;85;8,4;2098,8;0
ARAPIRACA;24/11/2023;1200;30,4;30,6;27,7;989,3;989,5;989,3;3,4;84;7,2;2935,7;0
ARAPIRACA;24/11/2023;1300;31,7;31,7;30,2;988,9;989,4;988,9;4,3;99;9,1;3305,6;0
ARAPIRACA;24/11/2023;1400;33,3;33,7;31,7;988,3;988,9;988,3;3,6;105;9,4;3610,4;0
ARAPIRACA;24/11/2023;1500;34,1;34,7;32,9;987,1;988,3;987,1;3,7;102;8,6;3660,4;0
ARAPIRACA;24/11/2023;1600;34,9;35,5;33,7;986;987,1;986;4,2;106;9;3478,1;0
ARAPIRACA;24/11/2023;1700;35,5;35,6;34,6;985,2;986;985,2;3,4;105;9,8;3064,6;0
ARAPIRACA;24/11/2023;1800;34,3;35,7;34,2;985;985,2;984,9;4,3;110;7,8;2392,7;0
ARAPIRACA;24/11/2023;1900;32,7;34,4;32,7;985,3;985,4;985;3,6;117;9;1473,4;0
ARAPIRACA;24/11/2023;2000;28,4;32,7;28,4;985,7;985,7;985,3;4,4;112;9;523,7;0
ARAPIRACA;24/11/2023;2100;25,7;28,4;25,7;986,4;986,4;985,7;3,9;101;9;19,5;0
ARAPIRACA;24/11/2023;2200;24,4;25,7;24,4;986,9;986,9;986,4;3,8;88;8;;0
ARAPIRACA;24/11/2023;2300;23,7;24,4;23,7;987,5;987,5;986,9;3,8;82;7,1;;0
ARAPIRACA;25/11/2023;0;23,1;23,7;23,1;988;988;987,5;3,5;83;7,1;;0
ARAPIRACA;25/11/2023;100;22,7;23,1;22,7;987,6;988;987,6;3,6;78;7,8;;0
ARAPIRACA;25/11/2023;200;22,4;22,7;22,4;987,1;987,6;987,1;3,3;81;7,6;;0
ARAPIRACA;25/11/2023;300;21,9;22,4;21,9;986,5;987,1;986,5;2,6;94;5,9;;0
ARAPIRACA;25/11/2023;400;21,6;21,9;21,5;985,8;986,5;985,8;2,7;67;5,2;;0
ARAPIRACA;25/11/2023;500;21,5;21,6;21,1;985,5;985,8;985,5;3,2;71;5,4;;0
ARAPIRACA;25/11/2023;600;21,3;21,6;21,3;985,8;985,8;985,5;2,3;78;6,1;;0
ARAPIRACA;25/11/2023;700;20,9;21,3;20,8;985,9;985,9;985,7;2,3;69;3,9;;0
ARAPIRACA;25/11/2023;800;21,1;21,1;20,9;986,4;986,4;985,9;2,7;72;5,3;;0
ARAPIRACA;25/11/2023;900;22,4;22,4;21,1;987;987;986,4;2,5;52;5,2;207,5;0
ARAPIRACA;25/11/2023;1000;25;25;22,4;987,4;987,5;987;4,3;71;7,8;1157,2;0
ARAPIRACA;25/11/2023;1100;27,4;27,5;25;988;988,1;987,4;4,3;82;9,2;2081,6;0
ARAPIRACA;25/11/2023;1200;29,6;30,1;27,4;988,1;988,1;987,9;4,5;90;9,3;2875;0
ARAPIRACA;25/11/2023;1300;32,3;32,4;29,6;987,7;988,2;987,7;4,3;105;9;3381,7;0
ARAPIRACA;25/11/2023;1400;33;33,4;31,7;987;987,7;987;3,8;111;9,4;3639,6;0
ARAPIRACA;25/11/2023;1500;34,3;35,1;32,6;986,1;987;986,1;3,3;122;8,6;3687,6;0
ARAPIRACA;25/11/2023;1600;34,6;35,2;34,2;985,2;986,1;985,2;3,7;112;8,9;3633,5;0
ARAPIRACA;25/11/2023;1700;34,2;34,9;33,4;984,6;985,2;984,6;4,1;132;11,7;3062,8;0
ARAPIRACA;25/11/2023;1800;32,5;34,4;32,4;984,3;984,6;984,2;4,2;127;10,2;2436,6;0
ARAPIRACA;25/11/2023;1900;30,3;32,8;30,3;984,6;984,6;984,3;4,3;125;8,9;1529,1;0
ARAPIRACA;25/11/2023;2000;27,2;30,3;27,2;985,1;985,1;984,6;3,9;111;8,8;533,6;0
ARAPIRACA;25/11/2023;2100;25,2;27,2;25,2;985,9;985,9;985,1;2,9;114;7,8;22,8;0
ARAPIRACA;25/11/2023;2200;24;25,2;24;986,7;986,7;985,9;2,8;122;6;;0
ARAPIRACA;25/11/2023;2300;22,9;24;22,9;987,2;987,2;986,7;1,7;114;6;;0
ARAPIRACA;26/11/2023;0;22,3;22,9;22,3;987,8;987,8;987,2;1,3;104;3,7;;0
ARAPIRACA;26/11/2023;100;22;22,4;21,8;987,8;987,9;987,7;1,8;116;3,1;;0
ARAPIRACA;26/11/2023;200;21,5;22;21,5;987,8;988;987,7;1;121;3,1;;0
ARAPIRACA;26/11/2023;300;21,2;21,5;21,2;987;987,8;987;0,7;133;1,9;;0
ARAPIRACA;26/11/2023;400;20,9;21,2;20,8;986,5;987;986,5;0;133;1,6;;0
ARAPIRACA;26/11/2023;500;20,6;21;20,2;986,2;986,5;986,2;0;62;1,3;;0
ARAPIRACA;26/11/2023;600;19,4;20,6;19,3;986,4;986,4;986,2;0,4;47;1,4;;0
ARAPIRACA;26/11/2023;700;20,1;20,2;19,4;986,9;986,9;986,3;1,1;95;2,9;;0
ARAPIRACA;26/11/2023;800;19,9;20,2;19,9;987,3;987,3;986,9;0,1;47;2,9;;0
ARAPIRACA;26/11/2023;900;21,7;21,7;19,9;987,7;987,7;987,3;0,7;88;1,9;219,9;0
ARAPIRACA;26/11/2023;1000;25,4;25,4;21,7;988,4;988,4;987,7;1,9;106;5,2;1169,1;0
ARAPIRACA;26/11/2023;1100;27,3;27,6;25,4;988,8;988,8;988,4;3,1;118;7,2;1871,1;0
ARAPIRACA;26/11/2023;1200;25,5;27,3;24,8;989,4;989,4;988,8;3,2;162;7,9;1264,6;0
ARAPIRACA;26/11/2023;1300;25,3;27,4;25;988,9;989,4;988,9;0,7;85;7,1;1895,9;0,2
ARAPIRACA;26/11/2023;1400;30,9;30,9;25,3;987,9;988,9;987,9;2,5;130;7,1;3130,1;0
ARAPIRACA;26/11/2023;1500;32,6;33,2;30,6;986,9;987,9;986,8;3,5;108;9,1;3782,1;0
ARAPIRACA;26/11/2023;1600;32,8;33,8;32;985,9;986,9;985,9;3,3;122;10,6;3602,9;0
ARAPIRACA;26/11/2023;1700;33,2;34,1;32,7;985,3;985,9;985,3;3,6;123;9,1;3319;0
ARAPIRACA;26/11/2023;1800;30,9;33,3;30,8;985;985,3;985;3,2;121;9;2087,7;0
ARAPIRACA;26/11/2023;1900;29,8;31,1;29,8;985,2;985,2;985;3,6;122;9,9;1425;0
ARAPIRACA;26/11/2023;2000;27,3;29,8;27,3;985,6;985,6;985,2;3,3;121;8,4;494,8;0
ARAPIRACA;26/11/2023;2100;25;27,3;25;986,2;986,2;985,5;2,6;126;8,3;22,6;0
ARAPIRACA;26/11/2023;2200;23,8;25;23,8;986,9;986,9;986,2;2,6;127;5,9;;0
ARAPIRACA;26/11/2023;2300;22,6;23,8;22,6;987,9;987,9;986,9;1,5;115;4,9;;0
ARAPIRACA;27/11/2023;0;21,7;22,6;21,7;988,3;988,3;987,9;1,6;125;2,9;;0
ARAPIRACA;27/11/2023;100;21,6;21,7;21,6;988,6;988,6;988,3;1,3;107;2,8;;0
ARAPIRACA;27/11/2023;200;21,2;21,6;21,2;988,1;988,6;988,1;0,8;126;3,4;;0
ARAPIRACA;27/11/2023;300;21,1;21,2;21;987,1;988,1;987,1;1,8;115;3,2;;0
ARAPIRACA;27/11/2023;400;20,5;21,1;20,5;986,4;987,1;986,4;0,3;107;3,1;;0
ARAPIRACA;27/11/2023;500;20,8;21,1;20,5;986,3;986,4;986,2;0;319;1,7;;0
ARAPIRACA;27/11/2023;600;20,9;20,9;20,6;986,7;986,7;986,3;0;250;0,7;;0
ARAPIRACA;27/11/2023;700;21;21;20,8;987,1;987,1;986,7;0,3;273;1;;0
ARAPIRACA;27/11/2023;800;21,1;21,1;20,7;987,6;987,6;987,1;0,1;299;1;;0
ARAPIRACA;27/11/2023;900;22,6;22,7;21,1;988,2;988,2;987,6;0,5;255;2;226,2;0
ARAPIRACA;27/11/2023;1000;24,3;24,3;22,5;988,6;988,7;988,2;0,6;165;2,5;770,9;0
ARAPIRACA;27/11/2023;1100;26,1;26,2;24,3;989,2;989,2;988,6;1,2;149;4,3;1008,2;0
ARAPIRACA;27/11/2023;1200;26,4;26,5;24,7;989,5;989,5;989,2;1;144;4,6;1397,4;0,4
ARAPIRACA;27/11/2023;1300;27,1;27,1;25,2;989,4;989,6;989,4;2,7;125;5,1;1460,7;0,2
ARAPIRACA;27/11/2023;1400;28,9;30,1;26,9;989,1;989,4;989;2,1;156;6,4;3152,5;0
ARAPIRACA;27/11/2023;1500;28,9;29,3;26,9;988,5;989,1;988,5;1,7;133;5,4;2238,4;0
ARAPIRACA;27/11/2023;1600;28;29;25,5;987,5;988,6;987,5;2,3;172;7;2038,5;0,2
ARAPIRACA;27/11/2023;1700;27,6;29;26,1;987;987,5;986,9;3,1;152;8,6;1815,3;0,4
ARAPIRACA;27/11/2023;1800;28,3;29,1;27,6;986,8;987;986,7;3,1;144;8,6;1789,4;0,4
ARAPIRACA;27/11/2023;1900;28,5;29,8;28;987;987;986,7;3,5;130;9,2;1258,6;0,4
ARAPIRACA;27/11/2023;2000;26,3;28,5;26,3;987,8;987,8;987;4,4;123;10,3;623,4;0,4
ARAPIRACA;27/11/2023;2100;24,8;26,3;24,8;988,3;988,3;987,8;1,4;142;8,8;26,1;0,4
ARAPIRACA;27/11/2023;2200;24;24,9;23,9;988,8;988,8;988,3;2,2;118;7,1;;0,2
ARAPIRACA;27/11/2023;2300;23,9;24,1;23,9;989,1;989,1;988,8;1,4;74;4,4;;0,4
ARAPIRACA;28/11/2023;0;23,8;24;23,8;989,4;989,5;989,1;1,6;118;3,7;;0,2
ARAPIRACA;28/11/2023;100;23,7;23,8;23,6;989,5;989,6;989,4;1,9;125;3,6;;0
ARAPIRACA;28/11/2023;200;23,8;23,8;23,7;989,1;989,5;989,1;1,3;102;3,9;;0
ARAPIRACA;28/11/2023;300;23,3;23,8;23,3;988,1;989,1;988,1;1,4;98;4,3;;0,2
ARAPIRACA;28/11/2023;400;23,1;23,3;23,1;987,7;988,1;987,7;1,7;87;3,4;;0
ARAPIRACA;28/11/2023;500;22,8;23,1;22,8;987,5;987,7;987,4;1,6;109;4,2;;0
ARAPIRACA;28/11/2023;600;22,4;22,8;22,4;987,6;987,7;987,5;1,3;124;3,4;;0
ARAPIRACA;28/11/2023;700;22,2;22,5;22,1;988;988;987,6;0,6;137;2,8;;0
ARAPIRACA;28/11/2023;800;22;22,3;21,9;988,1;988,1;987,8;0,8;113;2,8;;0
ARAPIRACA;28/11/2023;900;23,7;23,7;22;988,9;988,9;988,1;1;130;2,7;216;0
ARAPIRACA;28/11/2023;1000;24,4;25;23,6;989,5;989,5;988,9;3,3;116;6,8;823;0
ARAPIRACA;28/11/2023;1100;26,3;26,3;24,4;990;990;989,5;3,7;102;7,4;1847,3;0,2
ARAPIRACA;28/11/2023;1200;28,8;28,8;26,1;989,9;990,1;989,8;3,7;115;8;2291,7;0
ARAPIRACA;28/11/2023;1300;30,3;30,5;28,4;989,4;989,9;989,3;4,4;115;8,2;3039,6;0,2
ARAPIRACA;28/11/2023;1400;30,4;31,5;29,9;988,8;989,4;988,8;3,4;100;9,3;2965,4;0
ARAPIRACA;28/11/2023;1500;31,5;32,8;30,5;988,1;988,7;988,1;4,5;107;9,5;3188,8;0,2
ARAPIRACA;28/11/2023;1600;32,7;32,9;30,3;987,4;988,1;987,4;4,1;111;9,8;2908,6;0
ARAPIRACA;28/11/2023;1700;31,3;32,7;31,2;986,9;987,4;986,9;4;116;9;2462,8;0,2
ARAPIRACA;28/11/2023;1800;31,4;32,5;30,3;986,6;986,9;986,6;3,8;130;9,3;2195,1;0,2
ARAPIRACA;28/11/2023;1900;29,3;31,7;29,1;986,5;986,6;986,5;2,8;138;8,2;1330;0
ARAPIRACA;28/11/2023;2000;27,1;29,5;27,1;986,6;986,7;986,4;2,9;135;8;547,2;0,2
ARAPIRACA;28/11/2023;2100;25,2;27,1;25,2;987,1;987,1;986,6;3,2;117;8,2;27,7;0
ARAPIRACA;28/11/2023;2200;24;25,2;24;987,9;987,9;987,1;1,7;136;6,8;;0,2
ARAPIRACA;28/11/2023;2300;23,4;24;23,4;988,1;988,1;987,9;2,3;115;5,5;;0
ARAPIRACA;29/11/2023;0;22,5;23,4;22,5;988,4;988,4;988,1;0,9;86;4,6;;0
ARAPIRACA;29/11/2023;100;21,8;22,5;21,8;988,3;988,5;988,3;0,3;82;3,2;;0,2
ARAPIRACA;29/11/2023;200;21,4;21,9;21,4;987,9;988,3;987,9;1,3;92;2,3;;0
ARAPIRACA;29/11/2023;300;21,2;21,4;21,1;987,3;987,9;987,3;1,4;103;2,6;;0
ARAPIRACA;29/11/2023;400;21;21,3;21;986,5;987,3;986,5;1;125;2,6;;0
ARAPIRACA;29/11/2023;500;21;21,1;20,9;985,9;986,5;985,9;1;88;2,2;;0
ARAPIRACA;29/11/2023;600;20,7;21,1;20,7;985,8;985,9;985,8;0,2;73;2;;0,2
ARAPIRACA;29/11/2023;700;20,6;20,7;20,6;985,8;985,8;985,6;0,1;62;1,8;;0
ARAPIRACA;29/11/2023;800;20,5;20,7;20,5;986,3;986,3;985,8;0,2;47;2;;0
ARAPIRACA;29/11/2023;900;21,8;21,8;20,5;986,8;986,8;986,3;1,1;73;2,2;234,5;0,2
ARAPIRACA;29/11/2023;1000;24,3;24,4;21,8;987,2;987,2;986,8;3;91;5,6;1134,9;0
ARAPIRACA;29/11/2023;1100;26,2;26,5;24,3;987,7;987,7;987,2;2,9;109;7,5;1776,5;0
ARAPIRACA;29/11/2023;1200;28,7;28,9;26;987,8;987,9;987,6;3,3;103;7,2;2007,3;0
ARAPIRACA;29/11/2023;1300;29;30,5;28,4;987,5;987,8;987,5;2,9;131;7,6;2533,3;0
ARAPIRACA;29/11/2023;1400;30,8;31,3;29;987;987,5;986,9;3,5;122;8;2381,6;0,2
ARAPIRACA;29/11/2023;1500;31,2;32,3;30,5;986,4;987;986,4;3,4;119;8,5;2759,1;0
ARAPIRACA;29/11/2023;1600;31,8;33,3;31;985,6;986,4;985,6;2,9;147;8,9;3597,1;0
ARAPIRACA;29/11/2023;1700;31,6;32,6;30,7;984,8;985,6;984,8;3,2;155;8;2488,9;0
ARAPIRACA;29/11/2023;1800;31,2;32,2;31,1;984,5;984,8;984,5;2,7;148;7,9;2443,2;0
ARAPIRACA;29/11/2023;1900;30,1;31,3;30,1;984,6;984,6;984,3;3,6;116;7,7;1567,5;0,2
ARAPIRACA;29/11/2023;2000;27,2;30,1;27,2;985,2;985,2;984,6;3,4;113;7,6;574,3;0
ARAPIRACA;29/11/2023;2100;25,1;27,2;25,1;985,9;986;985,2;3,5;114;6,9;23,9;0
